player,comp,round,date,venue,opp,pos,min,type,assisted
messi,Copa del Rey,last 16,1/8/2015,H,Elche CF,RW ,45',Penalty,
messi,LaLiga,18,1/11/2015,H,Atlético Madrid  ,RW,87',Left-footed shot,
messi,LaLiga,19,1/18/2015,A,Dep. La Coruña  ,RW,11',Header,Ivan Rakitic
messi,,,,,,,33',Left-footed shot,Luis Suárez
messi,,,,,,,62',Left-footed shot,Ivan Rakitic
messi,Copa del Rey,Quarter-Finals,1/21/2015,H,Atlético Madrid,RW ,85',Penalty rebound,
messi,LaLiga,20,1/24/2015,A,Elche CF  ,CF,55',Penalty,
messi,,,,,,,88',Left-footed shot,Marc Bartra
messi,LaLiga,21,2/1/2015,H,Villarreal  ,RW,55',Right-footed shot,Luis Suárez
messi,LaLiga,22,2/8/2015,A,Athletic  ,RW,15',Direct free kick,
messi,Copa del Rey,Semi-Finals,2/11/2015,H,Villarreal,RW,41',Left-footed shot,Luis Suárez
messi,LaLiga,23,2/15/2015,H,Levante  ,CF,38',Right-footed shot,Marc Bartra
messi,,,,,,,59',Right-footed shot,Pedro
messi,,,,,,,65',Penalty,
messi,LaLiga,25,2/28/2015,A,Granada CF  ,RW,70',Right-footed shot,Luis Suárez
messi,LaLiga,26,3/8/2015,H,Rayo Vallecano  ,RW,56',Penalty,
messi,,,,,,,63',Tap-in,
messi,,,,,,,68',Left-footed shot,Pedro
messi,LaLiga,27,3/14/2015,A,SD Eibar  ,RW ,31',Penalty,
messi,,,,,,,55',Header,Ivan Rakitic
messi,LaLiga,30,4/8/2015,H,UD Almería  ,RW,33',Left-footed shot,Marc Bartra
messi,LaLiga,31,4/11/2015,A,Sevilla FC  ,RW,15',Left-footed shot,Neymar
messi,LaLiga,32,4/18/2015,H,Valencia  ,RW,90'+4,Left-footed shot,
messi,LaLiga,33,4/25/2015,A,Espanyol  ,RW,25',Left-footed shot,Luis Suárez
messi,LaLiga,34,4/28/2015,H,Getafe  ,RW,9',Penalty,
messi,,,,,,,47',Left-footed shot,Luis Suárez
messi,LaLiga,35,5/2/2015,A,Córdoba CF  ,RW,47',Header,Dani Alves
messi,,,,,,,80',Left-footed shot,Luis Suárez
messi,Champions League,Semi-Finals,5/6/2015,H,Bayern Munich ,RW,77',Left-footed shot,Dani Alves
messi,,,,,,,80',Right-footed shot,Ivan Rakitic
messi,LaLiga,37,5/17/2015,A,Atlético Madrid  ,RW,65',Left-footed shot,Pedro
messi,LaLiga,38,5/23/2015,H,Dep. La Coruña  ,RW,5',Header,Rafinha
messi,,,,,,,59',Right-footed shot,Neymar
messi,Copa del Rey,Final,5/30/2015,A,Athletic,RW,20',Solo run,
messi,,,,,,,74',Left-footed shot,Dani Alves
messi,UEFA Super Cup,Final,8/11/2015,H,Sevilla FC,RW,7',Direct free kick,
messi,,,,,,,16',Direct free kick,
messi,Supercopa,final,8/17/2015,H,Athletic,RW,43',Left-footed shot,Luis Suárez
messi,LaLiga,3,9/12/2015,A,Atlético Madrid  ,RW,77',Left-footed shot,Luis Suárez
messi,LaLiga,4,9/20/2015,H,Levante  ,AM ,61',Penalty,
messi,,,,,,,90',Left-footed shot,Marc Bartra
messi,Champions League,Group Stage,11/24/2015,H,AS Roma,RW ,18',Left-footed shot,Luis Suárez
messi,,,,,,,60',Tap-in,
messi,LaLiga,13,11/28/2015,H,Real Sociedad  ,RW,90'+1,Left-footed shot,Neymar
messi,Champions League,Group Stage,12/9/2015,A,Bay. Leverkusen,CF ,20',Right-footed shot,Ivan Rakitic
messi,LaLiga,15,12/12/2015,H,Dep. La Coruña  ,RW,39',Direct free kick,
messi,Club World Cup,Final,12/20/2015,A,River Plate,RW,36',Left-footed shot,Neymar
messi,LaLiga,17,12/30/2015,H,Real Betis  ,RW ,33',Right-footed shot,Neymar
messi,Copa del Rey,last 16,1/6/2016,H,Espanyol,RW,13',Left-footed shot,Andrés Iniesta
messi,,,,,,,44',Direct free kick,
messi,LaLiga,19,1/9/2016,H,Granada CF  ,RW ,8',Left-footed shot,Arda Turan
messi,,,,,,,14',Left-footed shot,Luis Suárez
messi,,,,,,,58',Tap-in,
messi,LaLiga,20,1/17/2016,H,Athletic  ,RW,7',Penalty,
messi,LaLiga,21,1/23/2016,A,Málaga CF  ,RW,51',Left-footed shot,Adriano
messi,LaLiga,22,1/30/2016,H,Atlético Madrid  ,RW,30',Left-footed shot,Jordi Alba
messi,Copa del Rey,Semi-Finals,2/3/2016,H,Valencia,RW,29',Left-footed shot,Neymar
messi,,,,,,,59',Left-footed shot,Luis Suárez
messi,,,,,,,74',Left-footed shot,
messi,LaLiga,24,2/14/2016,H,Celta de Vigo  ,RW,28',Direct free kick,
messi,LaLiga,16,2/17/2016,A,Sporting Gijón  ,RW ,25',Left-footed shot,Luis Suárez
messi,,,,,,,31',Left-footed shot,Luis Suárez
messi,Champions League,last 16,2/23/2016,A,Arsenal,RW,71',Left-footed shot,Neymar
messi,,,,,,,83',Penalty,
messi,LaLiga,26,2/28/2016,H,Sevilla FC  ,RW ,31',Direct free kick,
messi,LaLiga,27,3/3/2016,A,Rayo Vallecano  ,RW,23',Left-footed shot,Neymar
messi,,,,,,,53',Left-footed shot,
messi,,,,,,,72',Left-footed shot,Sergio Busquets
messi,LaLiga,28,3/6/2016,A,SD Eibar  ,RW ,42',Left-footed shot,Munir El Haddadi
messi,,,,,,,76',Penalty,
messi,LaLiga,29,3/12/2016,H,Getafe  ,CF,41',Left-footed shot,Arda Turan
messi,Champions League,last 16,3/16/2016,H,Arsenal,RW,86',Left-footed shot,Neymar
messi,LaLiga,33,4/17/2016,H,Valencia  ,RW,63',Left-footed shot,Jordi Alba
messi,LaLiga,34,4/20/2016,A,Dep. La Coruña  ,RW,73',Left-footed shot,Luis Suárez
messi,LaLiga,35,4/23/2016,H,Sporting Gijón  ,RW,13',Header,
messi,LaLiga,37,5/8/2016,H,Espanyol  ,RW,8',Direct free kick,
messi,Supercopa,final,8/17/2016,H,Sevilla FC,RW ,55',Header,Lucas Digne
messi,LaLiga,1,8/20/2016,H,Real Betis  ,RW ,37',Left-footed shot,Sergi Roberto
messi,,,,,,,58',Left-footed shot,Arda Turan
messi,Champions League,Group Stage,9/13/2016,H,Celtic,RW ,3',Left-footed shot,Neymar
messi,,,,,,,27',Left-footed shot,Neymar
messi,,,,,,,60',Left-footed shot,Luis Suárez
messi,LaLiga,4,9/17/2016,A,CD Leganés  ,RW,15',Left-footed shot,Luis Suárez
messi,,,,,,,55',Penalty,
messi,LaLiga,8,10/15/2016,H,Dep. La Coruña  ,RW,58',Left-footed shot,Neymar
messi,Champions League,Group Stage,10/19/2016,H,Man City,RW,17',Left-footed shot,Andrés Iniesta
messi,,,,,,,61',Left-footed shot,Andrés Iniesta
messi,,,,,,,69',Left-footed shot,Luis Suárez
messi,LaLiga,9,10/22/2016,A,Valencia  ,RW,22',Left-footed shot,Ivan Rakitic
messi,,,,,,,90'+4,Penalty,
messi,Champions League,Group Stage,11/1/2016,A,Man City,RW ,21',Left-footed shot,Neymar
messi,LaLiga,11,11/6/2016,A,Sevilla FC  ,RW ,43',Left-footed shot,Neymar
messi,Champions League,Group Stage,11/23/2016,A,Celtic,RW ,24',Left-footed shot,Neymar
messi,,,,,,,55',Penalty,
messi,LaLiga,13,11/27/2016,A,Real Sociedad  ,RW ,59',Left-footed shot,Neymar
messi,Champions League,Group Stage,12/6/2016,H,Bor. M'gladbach,RW,16',Left-footed shot,Arda Turan
messi,LaLiga,15,12/10/2016,A,CA Osasuna  ,RW,72',Left-footed shot,Jordi Alba
messi,,,,,,,90'+2,Left-footed shot,Sergio Busquets
messi,LaLiga,16,12/18/2016,H,Espanyol  ,RW,90',Left-footed shot,Luis Suárez
messi,Copa del Rey,last 16,1/5/2017,A,Athletic,RW,52',Direct free kick,
messi,LaLiga,17,1/8/2017,A,Villarreal  ,RW,90',Direct free kick,
messi,Copa del Rey,last 16,1/11/2017,H,Athletic,RW,78',Direct free kick,
messi,LaLiga,18,1/14/2017,H,UD Las Palmas  ,RW ,52',Right-footed shot,
messi,LaLiga,19,1/22/2017,A,SD Eibar  ,RW ,50',Left-footed shot,Luis Suárez
messi,Copa del Rey,Quarter-Finals,1/26/2017,H,Real Sociedad,RW ,55',Penalty,
messi,Copa del Rey,Semi-Finals,2/1/2017,A,Atlético Madrid,RW ,33',Left-footed shot,Ivan Rakitic
messi,LaLiga,21,2/4/2017,H,Athletic  ,RW ,40',Direct free kick,
messi,LaLiga,22,2/11/2017,A,Alavés  ,RW ,59',Left-footed shot,Neymar
messi,LaLiga,23,2/19/2017,H,CD Leganés  ,RW,4',Right-footed shot,Luis Suárez
messi,,,,,,,90',Penalty,
messi,LaLiga,24,2/26/2017,A,Atlético Madrid  ,RW,86',Left-footed shot,
messi,LaLiga,25,3/1/2017,H,Sporting Gijón  ,RW ,9',Header,Javier Mascherano
messi,LaLiga,26,3/4/2017,H,Celta de Vigo  ,AM ,24',Left-footed shot,Sergio Busquets
messi,,,,,,,64',Left-footed shot,
messi,Champions League,last 16,3/8/2017,H,Paris SG,AM,50',Penalty,
messi,LaLiga,28,3/19/2017,H,Valencia  ,AM,45',Penalty,
messi,,,,,,,53',Right-footed shot,Javier Mascherano
messi,LaLiga,30,4/5/2017,H,Sevilla FC  ,RW,28',Right-footed shot,Luis Suárez
messi,,,,,,,33',Left-footed shot,
messi,LaLiga,32,4/15/2017,H,Real Sociedad  ,RW ,17',Left-footed shot,Luis Suárez
messi,,,,,,,37',Tap-in,
messi,LaLiga,33,4/23/2017,A,Real Madrid  ,RW,33',Left-footed shot,Ivan Rakitic
messi,,,,,,,90'+2,Left-footed shot,Jordi Alba
messi,LaLiga,34,4/26/2017,H,CA Osasuna  ,AM ,12',Left-footed shot,
messi,,,,,,,61',Left-footed shot,Ivan Rakitic
messi,LaLiga,36,5/6/2017,H,Villarreal  ,RW,45',Left-footed shot,Sergio Busquets
messi,,,,,,,82',Penalty,
messi,LaLiga,38,5/21/2017,H,SD Eibar  ,RW,75',Penalty,
messi,,,,,,,90'+2,Right-footed shot,
messi,Copa del Rey,Final,5/27/2017,H,Alavés,RW,30',Left-footed shot,Neymar
messi,Supercopa,final,8/13/2017,H,Real Madrid,RW,77',Penalty,
messi,LaLiga,2,8/26/2017,A,Alavés  ,CF,55',Left-footed shot,Jordi Alba
messi,,,,,,,66',Left-footed shot,Paco Alcácer
messi,LaLiga,3,9/9/2017,H,Espanyol  ,CF,26',Left-footed shot,Ivan Rakitic
messi,,,,,,,35',Right-footed shot,Jordi Alba
messi,,,,,,,67',Left-footed shot,Jordi Alba
messi,Champions League,Group Stage,9/12/2017,H,Juventus,CF,45',Left-footed shot,Luis Suárez
messi,,,,,,,69',Left-footed shot,
messi,LaLiga,5,9/19/2017,H,SD Eibar  ,CF,21',Penalty,
messi,,,,,,,59',Left-footed shot,Sergio Busquets
messi,,,,,,,62',Left-footed shot,Paulinho
messi,,,,,,,87',Left-footed shot,Aleix Vidal
messi,LaLiga,7,10/1/2017,H,UD Las Palmas  ,SS,70',Left-footed shot,Denis Suárez
messi,,,,,,,77',Left-footed shot,Luis Suárez
messi,Champions League,Group Stage,10/18/2017,H,Olympiacos,CF,61',Direct free kick,
messi,LaLiga,10,10/28/2017,A,Athletic  ,SS ,37',Left-footed shot,Jordi Alba
messi,LaLiga,14,12/2/2017,H,Celta de Vigo  ,SS,22',Left-footed shot,Paulinho
messi,LaLiga,15,12/10/2017,A,Villarreal  ,RW ,83',Left-footed shot,Sergio Busquets
messi,LaLiga,17,12/23/2017,A,Real Madrid  ,SS,64',Penalty,
messi,LaLiga,18,1/7/2018,H,Levante  ,SS,12',Left-footed shot,Jordi Alba
messi,Copa del Rey,last 16,1/11/2018,H,Celta de Vigo,SS,13',Left-footed shot,Jordi Alba
messi,,,,,,,15',Left-footed shot,Jordi Alba
messi,LaLiga,19,1/14/2018,A,Real Sociedad  ,SS ,85',Direct free kick,
messi,LaLiga,20,1/21/2018,A,Real Betis  ,SS ,64',Left-footed shot,Sergio Busquets
messi,,,,,,,80',Left-footed shot,Luis Suárez
messi,Copa del Rey,Quarter-Finals,1/25/2018,H,Espanyol,SS,25',Deflected shot on goal,
messi,LaLiga,21,1/28/2018,H,Alavés  ,SS,84',Direct free kick,
messi,Champions League,last 16,2/20/2018,A,Chelsea,SS,75',Left-footed shot,Andrés Iniesta
messi,LaLiga,25,2/24/2018,H,Girona  ,SS ,30',Left-footed shot,Luis Suárez
messi,,,,,,,36',Direct free kick,
messi,LaLiga,26,3/1/2018,A,UD Las Palmas  ,SS,21',Direct free kick,
messi,LaLiga,27,3/4/2018,H,Atlético Madrid  ,SS,26',Direct free kick,
messi,Champions League,last 16,3/14/2018,H,Chelsea,SS,3',Right-footed shot,Luis Suárez
messi,,,,,,,63',Left-footed shot,Luis Suárez
messi,LaLiga,29,3/18/2018,H,Athletic  ,SS ,30',Left-footed shot,Ousmane Dembélé
messi,LaLiga,30,3/31/2018,A,Sevilla FC  ,RW,89',Left-footed shot,Philippe Coutinho
messi,LaLiga,31,4/7/2018,H,CD Leganés  ,SS ,27',Direct free kick,
messi,,,,,,,32',Left-footed shot,Philippe Coutinho
messi,,,,,,,87',Left-footed shot,Ousmane Dembélé
messi,Copa del Rey,Final,4/21/2018,A,Sevilla FC,SS,31',Left-footed shot,Jordi Alba
messi,LaLiga,35,4/29/2018,A,Dep. La Coruña  ,SS ,38',Left-footed shot,Luis Suárez
messi,,,,,,,82',Right-footed shot,Luis Suárez
messi,,,,,,,85',Left-footed shot,Luis Suárez
messi,LaLiga,36,5/6/2018,H,Real Madrid  ,SS,52',Left-footed shot,Luis Suárez
messi,LaLiga,34,5/9/2018,H,Villarreal  ,CF,45',Left-footed shot,Andrés Iniesta
messi,LaLiga,1,8/18/2018,H,Alavés  ,RW ,64',Direct free kick,
messi,,,,,,,90'+2,Left-footed shot,Luis Suárez
messi,LaLiga,3,9/2/2018,H,SD Huesca  ,RW ,16',Right-footed shot,Ivan Rakitic
messi,,,,,,,61',Left-footed shot,Philippe Coutinho
messi,Champions League,Group Stage,9/18/2018,H,PSV Eindhoven,RW ,31',Direct free kick,
messi,,,,,,,77',Left-footed shot,Ivan Rakitic
messi,,,,,,,87',Right-footed shot,Luis Suárez
messi,LaLiga,5,9/23/2018,H,Girona  ,RW ,19',Left-footed shot,Arturo Vidal
messi,Champions League,Group Stage,10/3/2018,A,Spurs,RW ,56',Left-footed shot,Jordi Alba
messi,,,,,,,90',Left-footed shot,Jordi Alba
messi,LaLiga,8,10/7/2018,A,Valencia  ,RW ,23',Left-footed shot,Luis Suárez
messi,LaLiga,9,10/20/2018,H,Sevilla FC  ,RW ,12',Left-footed shot,Luis Suárez
messi,LaLiga,12,11/11/2018,H,Real Betis  ,SS ,68',Penalty,
messi,,,,,,,90'+4,Left-footed shot,Arturo Vidal
messi,Champions League,Group Stage,11/28/2018,A,PSV Eindhoven,CF ,61',Left-footed shot,Ousmane Dembélé
messi,LaLiga,15,12/8/2018,A,Espanyol  ,RW ,17',Direct free kick,
messi,,,,,,,65',Direct free kick,
messi,LaLiga,16,12/16/2018,A,Levante  ,CF ,43',Right-footed shot,Sergio Busquets
messi,,,,,,,47',Left-footed shot,
messi,,,,,,,60',Left-footed shot,Arturo Vidal
messi,LaLiga,17,12/22/2018,H,Celta de Vigo  ,RW ,45',Left-footed shot,Jordi Alba
messi,LaLiga,18,1/6/2019,A,Getafe  ,RW ,20',Left-footed shot,
messi,LaLiga,19,1/13/2019,H,SD Eibar  ,RW ,53',Left-footed shot,Luis Suárez
messi,Copa del Rey,last 16,1/17/2019,H,Levante,CF ,54',Left-footed shot,Nélson Semedo
messi,LaLiga,20,1/20/2019,H,CD Leganés  ,SS,90'+2,Right-footed shot,Jordi Alba
messi,LaLiga,21,1/27/2019,A,Girona  ,RW ,69',Left-footed shot,Jordi Alba
messi,Copa del Rey,Quarter-Finals,1/30/2019,H,Sevilla FC,RW ,90'+2,Left-footed shot,Jordi Alba
messi,LaLiga,22,2/2/2019,H,Valencia  ,RW ,39',Penalty,
messi,,,,,,,64',Left-footed shot,Arturo Vidal
messi,LaLiga,24,2/16/2019,H,Real Valladolid  ,RW ,43',Penalty,
messi,LaLiga,25,2/23/2019,A,Sevilla FC  ,RW ,26',Left-footed shot,Ivan Rakitic
messi,,,,,,,67',Right-footed shot,Ousmane Dembélé
messi,,,,,,,85',Left-footed shot,
messi,LaLiga,27,3/9/2019,H,Rayo Vallecano  ,RW ,51',Penalty,
messi,Champions League,last 16,3/13/2019,H,Olympique Lyon,RW ,18',Penalty,
messi,,,,,,,78',Right-footed shot,Sergio Busquets
messi,LaLiga,28,3/17/2019,A,Real Betis  ,SS ,18',Direct free kick,
messi,,,,,,,45'+2,Left-footed shot,Luis Suárez
messi,,,,,,,85',Left-footed shot,Ivan Rakitic
messi,LaLiga,29,3/30/2019,H,Espanyol  ,RW ,71',Direct free kick,
messi,,,,,,,89',Left-footed shot,Malcom
messi,LaLiga,30,4/2/2019,A,Villarreal  ,RW,90',Direct free kick,
messi,LaLiga,31,4/6/2019,H,Atlético Madrid  ,SS ,87',Left-footed shot,
messi,Champions League,Quarter-Finals,4/16/2019,H,Man Utd,RW ,16',Left-footed shot,
messi,,,,,,,20',Right-footed shot,
messi,LaLiga,35,4/27/2019,H,Levante  ,RW,62',Left-footed shot,Arturo Vidal
messi,Champions League,Semi-Finals,5/1/2019,H,Liverpool,RW ,75',Left-footed shot,Luis Suárez
messi,,,,,,,82',Direct free kick,
messi,LaLiga,38,5/19/2019,A,SD Eibar  ,CF ,31',Left-footed shot,Arturo Vidal
messi,,,,,,,32',Left-footed shot,Ivan Rakitic
messi,Copa del Rey,Final,5/25/2019,H,Valencia,CF ,73',Left-footed shot,Clément Lenglet
messi,LaLiga,8,10/6/2019,H,Sevilla FC  ,RW ,78',Direct free kick,
messi,LaLiga,9,10/19/2019,A,SD Eibar  ,RW ,58',Left-footed shot,Antoine Griezmann
messi,Champions League,Group Stage,10/23/2019,A,Slavia Prague,RW ,3',Left-footed shot,Arthur
messi,LaLiga,11,10/29/2019,H,Real Valladolid  ,RW ,34',Direct free kick,
messi,,,,,,,75',Left-footed shot,Ivan Rakitic
messi,LaLiga,12,11/2/2019,A,Levante  ,RW ,38',Penalty,
messi,LaLiga,13,11/9/2019,H,Celta de Vigo  ,RW ,23',Penalty,
messi,,,,,,,45'+1,Direct free kick,
messi,,,,,,,48',Direct free kick,
messi,Champions League,Group Stage,11/27/2019,H,Bor. Dortmund,RW ,33',Left-footed shot,Luis Suárez
messi,LaLiga,15,12/1/2019,A,Atlético Madrid  ,RW ,86',Left-footed shot,Luis Suárez
messi,LaLiga,16,12/7/2019,H,RCD Mallorca  ,RW ,17',Left-footed shot,Antoine Griezmann
messi,,,,,,,41',Left-footed shot,Ivan Rakitic
messi,,,,,,,83',Left-footed shot,Luis Suárez
messi,LaLiga,18,12/21/2019,H,Alavés  ,RW ,69',Left-footed shot,Luis Suárez
messi,Supercopa,Semi-Finals,1/9/2020,H,Atlético Madrid,RW ,51',Right-footed shot,Luis Suárez
messi,LaLiga,20,1/19/2020,H,Granada CF  ,CF ,76',Right-footed shot,Arturo Vidal
messi,Copa del Rey,Round of 16,1/30/2020,H,CD Leganés,RW ,59',Left-footed shot,Frenkie de Jong
messi,,,,,,,89',Left-footed shot,Ivan Rakitic
messi,LaLiga,25,2/22/2020,H,SD Eibar  ,SS ,14',Left-footed shot,Ivan Rakitic
messi,,,,,,,37',Left-footed shot,Arturo Vidal
messi,,,,,,,40',Left-footed shot,
messi,,,,,,,87',Left-footed shot,
messi,LaLiga,27,3/7/2020,H,Real Sociedad  ,CF ,81',Penalty,
messi,LaLiga,28,6/13/2020,A,RCD Mallorca  ,RW ,90'+3,Right-footed shot,Luis Suárez
messi,LaLiga,29,6/16/2020,H,CD Leganés  ,RW ,69',Penalty,
messi,LaLiga,33,6/30/2020,H,Atlético Madrid  ,SS ,50',Penalty,
messi,LaLiga,37,7/16/2020,H,CA Osasuna  ,RW ,62',Direct free kick,
messi,LaLiga,38,7/19/2020,A,Alavés  ,RW ,34',Left-footed shot,Riqui Puig
messi,,,,,,,75',Left-footed shot,Jordi Alba
messi,Champions League,last 16,8/8/2020,H,SSC Napoli,SS ,23',Left-footed shot,
messi,LaLiga,3,9/27/2020,H,Villarreal  ,CF ,35',Penalty,
messi,Champions League,Group Stage,10/20/2020,H,Ferencváros,CF ,27',Penalty,
messi,Champions League,Group Stage,10/28/2020,A,Juventus,CF ,90'+1,Penalty,
messi,Champions League,Group Stage,11/4/2020,H,Dynamo Kyiv,RW ,5',Penalty,
messi,LaLiga,9,11/7/2020,H,Real Betis  ,SS,61',Penalty,
messi,,,,,,,82',Left-footed shot,Sergi Roberto
messi,LaLiga,11,11/29/2020,H,CA Osasuna  ,RW ,73',Left-footed shot,Trincão
messi,LaLiga,13,12/13/2020,H,Levante  ,CF ,76',Left-footed shot,Frenkie de Jong
messi,LaLiga,14,12/19/2020,H,Valencia  ,CF ,45'+4,Header,
messi,LaLiga,15,12/22/2020,A,Real Valladolid  ,SS ,65',Left-footed shot,Pedri
